26,0,2,26,37705,37746,0,0,37746,38246,0,0,0,0,0,0,38246,38527,0,0,0,3,0,0,38527,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0,1,27,38527,38599,0,0,38599,39099,0,0,0,0,39099,39586,0,0,0,0,0,0,39586,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,1,28,39586,39638,0,0,39638,40138,0,0,0,0,40138,40647,0,0,0,0,0,0,40647,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0,0,29,40647,40758,0,0,40758,41258,0,0,41258,41478,0,0,0,0,0,0,41478,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,2,30,41478,41518,0,0,41518,42018,0,0,0,0,0,0,42018,42196,0,0,0,3,0,0,42196,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0,1,31,42196,42260,0,0,42260,42760,0,0,0,0,42760,43611,0,0,0,0,0,0,43611,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0,0,32,43611,43669,0,0,43669,44169,0,0,44169,44311,0,0,0,0,0,0,44311,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0,0,33,44311,44353,0,0,44353,44853,0,0,44853,45005,0,0,0,0,0,0,45005,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0,0,34,45005,45061,0,0,45061,45561,0,0,45561,45694,0,0,0,0,0,0,45694,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0,3,35,45694,45768,0,0,45768,46268,0,0,0,0,0,0,0,0,46268,47352,0,3,0,0,0,0,47352,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0,1,36,47352,47404,0,0,47404,47904,0,0,0,0,47904,48231,0,0,0,0,0,0,48231,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0,1,37,48231,48282,0,0,48282,48782,0,0,0,0,48782,49202,0,0,0,0,0,0,49202,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0,0,38,49202,49278,0,0,49278,49778,0,0,49778,49977,0,0,0,0,0,0,49977,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1,1,39,49977,50024,0,0,50024,50524,0,0,0,0,50524,50967,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4,0,40,51467,56093,0,0,56093,56500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
